Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
61793,COUNTRY,STP,AFR,Africa,2001,No data,
66267,COUNTRY,BHR,EMR,Eastern Mediterranean,2001,No data,
101458,COUNTRY,LBR,AFR,Africa,2001,47 000 [40 000 - 57 000],47000.0
122533,COUNTRY,ARM,EUR,Europe,2001,<200 [<200 - <500],200.0
144701,COUNTRY,MNE,EUR,Europe,2001,<100 [<100 - <100],100.0
171829,COUNTRY,EGY,EMR,Eastern Mediterranean,2001,1400 [1300 - 1600],1400.0
293452,COUNTRY,DNK,EUR,Europe,2001,4200 [3600 - 4600],4200.0
304926,COUNTRY,DZA,AFR,Africa,2001,2900 [2700 - 3000],2900.0
351151,COUNTRY,COD,AFR,Africa,2001,610 000 [490 000 - 760 000],610000.0
420321,COUNTRY,SVK,EUR,Europe,2001,<200 [<200 - <200],200.0
429687,COUNTRY,CHN,WPR,Western Pacific,2001,No data,
450562,COUNTRY,FRA,EUR,Europe,2001,82 000 [71 000 - 93 000],82000.0
465087,COUNTRY,DMA,AMR,Americas,2001,No data,
468676,COUNTRY,ZWE,AFR,Africa,2001,1 500 000 [1 400 000 - 1 700 000],1500000.0
509179,COUNTRY,HND,AMR,Americas,2001,35 000 [31 000 - 40 000],35000.0
520816,COUNTRY,BLR,EUR,Europe,2001,3300 [2700 - 4200],3300.0
537801,COUNTRY,PNG,WPR,Western Pacific,2001,16 000 [14 000 - 18 000],16000.0
539047,COUNTRY,BIH,EUR,Europe,2001,<100 [<100 - <100],100.0
670710,COUNTRY,PRT,EUR,Europe,2001,34 000 [29 000 - 36 000],34000.0
698097,COUNTRY,UGA,AFR,Africa,2001,1 000 000 [950 000 - 1 100 000],1000000.0
937813,COUNTRY,MMR,SEAR,South-East Asia,2001,180 000 [160 000 - 200 000],180000.0
973504,COUNTRY,MDA,EUR,Europe,2001,10 000 [8400 - 12 000],10000.0
1071794,COUNTRY,SOM,EMR,Eastern Mediterranean,2001,23 000 [19 000 - 29 000],23000.0
1096461,COUNTRY,NLD,EUR,Europe,2001,11 000 [10 000 - 13 000],11000.0
1369056,COUNTRY,PRK,SEAR,South-East Asia,2001,No data,
1413384,COUNTRY,MUS,AFR,Africa,2001,5000 [3600 - 6400],5000.0
1469605,COUNTRY,KGZ,EUR,Europe,2001,570 [<500 - 1000],570.0
1554550,COUNTRY,VNM,WPR,Western Pacific,2001,130 000 [120 000 - 150 000],130000.0
1616118,COUNTRY,ESP,EUR,Europe,2001,110 000 [92 000 - 110 000],110000.0
1630646,COUNTRY,LVA,EUR,Europe,2001,3600 [3200 - 4000],3600.0
1633263,COUNTRY,ZMB,AFR,Africa,2001,760 000 [710 000 - 810 000],760000.0
1660383,COUNTRY,LBY,EMR,Eastern Mediterranean,2001,1300 [1100 - 1400],1300.0
1730968,COUNTRY,SUR,AMR,Americas,2001,3500 [3000 - 4200],3500.0
1782074,COUNTRY,BGR,EUR,Europe,2001,1400 [1200 - 1600],1400.0
1794440,COUNTRY,TZA,AFR,Africa,2001,1 200 000 [1 100 000 - 1 300 000],1200000.0
1815174,COUNTRY,AUS,WPR,Western Pacific,2001,13 000 [12 000 - 14 000],13000.0
1819723,COUNTRY,SRB,EUR,Europe,2001,1000 [840 - 1200],1000.0
1835987,COUNTRY,BGD,SEAR,South-East Asia,2001,1500 [1500 - 1600],1500.0
1858501,COUNTRY,UZB,EUR,Europe,2001,No data,
1902551,COUNTRY,CUB,AMR,Americas,2001,5700 [4700 - 6500],5700.0
1951605,COUNTRY,BDI,AFR,Africa,2001,120 000 [98 000 - 130 000],120000.0
2026693,COUNTRY,SGP,WPR,Western Pacific,2001,1300 [1200 - 1500],1300.0
2046175,COUNTRY,SAU,EMR,Eastern Mediterranean,2001,9100 [8000 - 10000],9100.0
2052319,COUNTRY,IND,SEAR,South-East Asia,2001,No data,
2057050,COUNTRY,GNQ,AFR,Africa,2001,No data,
2061494,COUNTRY,SSD,AFR,Africa,2001,110 000 [79 000 - 150 000],110000.0
2519089,COUNTRY,KAZ,EUR,Europe,2001,4400 [3600 - 5300],4400.0
2539733,REGION,EUR,,,2001,910 000 [820 000 - 1 000 000],910000.0
2679835,COUNTRY,WSM,WPR,Western Pacific,2001,No data,
2731264,COUNTRY,MWI,AFR,Africa,2001,950 000 [880 000 - 1 000 000],950000.0
2809542,COUNTRY,LAO,WPR,Western Pacific,2001,3000 [2700 - 3300],3000.0
2868412,COUNTRY,IRN,EMR,Eastern Mediterranean,2001,19 000 [11 000 - 33 000],19000.0
2881834,COUNTRY,GRC,EUR,Europe,2001,4400 [3700 - 4900],4400.0
2922393,COUNTRY,HTI,AMR,Americas,2001,120 000 [110 000 - 140 000],120000.0
2944115,REGION,SEAR,,,2001,4 900 000 [4 200 000 - 5 700 000],4900000.0
3028324,COUNTRY,BLZ,AMR,Americas,2001,1500 [1300 - 1700],1500.0
3085238,COUNTRY,CAF,AFR,Africa,2001,No data,
3096490,COUNTRY,NGA,AFR,Africa,2001,1 600 000 [1 500 000 - 1 800 000],1600000.0
3107610,COUNTRY,BEL,EUR,Europe,2001,No data,
3130799,COUNTRY,AUT,EUR,Europe,2001,No data,
3162435,COUNTRY,CMR,AFR,Africa,2001,No data,
3251686,COUNTRY,BRN,WPR,Western Pacific,2001,No data,
3253761,COUNTRY,ERI,AFR,Africa,2001,28 000 [20 000 - 37 000],28000.0
3347804,COUNTRY,POL,EUR,Europe,2001,No data,
3508694,COUNTRY,SLE,AFR,Africa,2001,45 000 [36 000 - 57 000],45000.0
3542990,COUNTRY,SYR,EMR,Eastern Mediterranean,2001,<200 [<200 - <500],200.0
3565837,COUNTRY,LUX,EUR,Europe,2001,<500 [<500 - <500],500.0
3615180,COUNTRY,VEN,AMR,Americas,2001,50 000 [44 000 - 57 000],50000.0
3637928,COUNTRY,RWA,AFR,Africa,2001,230 000 [210 000 - 260 000],230000.0
3676126,COUNTRY,KEN,AFR,Africa,2001,1 700 000 [1 500 000 - 1 900 000],1700000.0
3785752,COUNTRY,COK,WPR,Western Pacific,2001,No data,
3848920,COUNTRY,LCA,AMR,Americas,2001,No data,
3953516,COUNTRY,MNG,WPR,Western Pacific,2001,<100 [<100 - <200],100.0
3974955,COUNTRY,GMB,AFR,Africa,2001,14 000 [11 000 - 20 000],14000.0
3986813,COUNTRY,GEO,EUR,Europe,2001,<500 [<200 - <500],500.0
4028364,COUNTRY,ATG,AMR,Americas,2001,No data,
4091569,COUNTRY,COG,AFR,Africa,2001,85 000 [74 000 - 96 000],85000.0
4129642,COUNTRY,NIU,WPR,Western Pacific,2001,No data,
4146206,COUNTRY,ISL,EUR,Europe,2001,<100 [<100 - <200],100.0
4164914,COUNTRY,GTM,AMR,Americas,2001,26 000 [25 000 - 28 000],26000.0
4168071,COUNTRY,TTO,AMR,Americas,2001,No data,
4272473,COUNTRY,SEN,AFR,Africa,2001,40 000 [33 000 - 47 000],40000.0
4277986,COUNTRY,MRT,AFR,Africa,2001,9000 [7500 - 11 000],9000.0
4316149,COUNTRY,COL,AMR,Americas,2001,110 000 [83 000 - 140 000],110000.0
4326324,COUNTRY,PLW,WPR,Western Pacific,2001,No data,
4339497,COUNTRY,DOM,AMR,Americas,2001,76 000 [64 000 - 86 000],76000.0
4371773,COUNTRY,ROU,EUR,Europe,2001,13 000 [12 000 - 14 000],13000.0
4429609,COUNTRY,JAM,AMR,Americas,2001,27 000 [24 000 - 30 000],27000.0
4645818,COUNTRY,VUT,WPR,Western Pacific,2001,No data,
4682670,COUNTRY,CHE,EUR,Europe,2001,9500 [8300 - 10 000],9500.0
4714284,COUNTRY,TJK,EUR,Europe,2001,3100 [2300 - 4100],3100.0
4789611,COUNTRY,BOL,AMR,Americas,2001,15 000 [12 000 - 18 000],15000.0
4803848,COUNTRY,TUR,EUR,Europe,2001,No data,
4828848,REGION,AFR,,,2001,19 100 000 [17 200 000 - 21 100 000],19100000.0
4891278,COUNTRY,BTN,SEAR,South-East Asia,2001,<500 [<500 - <500],500.0
4904012,COUNTRY,LKA,SEAR,South-East Asia,2001,2700 [2700 - 2800],2700.0
4938708,REGION,WPR,,,2001,910 000 [860 000 - 960 000],910000.0
5053965,COUNTRY,CAN,AMR,Americas,2001,38 000 [32 000 - 43 000],38000.0
5085217,REGION,EMR,,,2001,110 000 [89 000 - 140 000],110000.0
